"CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","CAS","CHEMSPIDER","HMDB","KEGG","PUBCHEM","PLATFORM"
100010949,402,57450,211104,"Lipid","Diacylglycerol",2956,"NAMED","NSXLMTYRMFVYNT-IOLLQWDPSA-N","CCCCCCCCCCCCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O","stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*","stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*",NA,NA,"HMDB0007170","C00165","6438587","Pos Late"
100010950,402,57449,211103,"Lipid","Diacylglycerol",2957,"NAMED","NSXLMTYRMFVYNT-IOLLQWDPSA-N","CCCCCCCCCCCCCCCCCC(OCC(CO)OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)=O","stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*","stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*",NA,NA,"HMDB0007170",NA,"6438587","Pos Late"
100010951,402,54994,208087,"Lipid","Phosphatidylinositol (PI)",2579,"NAMED","SHIZRFSRTKXRQL-XBUMEPTLSA-N","CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)COP(O)(OC1C(O)C(O)C(O)C(O)C1O)=O)=O","1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*","1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*",NA,NA,NA,NA,NA,"Pos Late"
100010955,305,57564,211466,"Xenobiotics","Chemical",6214,"NAMED","YFSUTJLHUFNCNZ-UHFFFAOYSA-N","O=S(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(O)=O","perfluorooctanesulfonate (PFOS)","perfluorooctanesulfonate (PFOS)","1763-23-1","67068","HMDB0059586","C18142","74483","Polar"
100010962,402,55007,208108,"Lipid","Lysoplasmalogen",2848,"NAMED","OKXWJISJKQKUTN-OAQYLSRUSA-N","[H][C@](O)(COP(OCCN)(O)=O)COCCCCCCCCCCCCCCCC","1-palmityl-GPE (O-16:0)*","1-palmityl-GPE (O-16:0)*",NA,"24823080",NA,NA,NA,"Pos Late"
100010966,402,55040,208150,"Lipid","Plasmalogen",2808,"NAMED","PXPSGTINXJQLBR-VQJSHJPSSA-N","[H][C@](OC(CCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)COCCCCCCCCCCCCCCCC","1-palmityl-2-stearoyl-GPC (O-16:0/18:0)*","1-palmityl-2-stearoyl-GPC (O-16:0/18:0)*",NA,"9977836","HMDB0013405",NA,"11803170","Pos Late"
100015586,402,57332,210830,"Lipid","Plasmalogen",2807,"NAMED","WOTHHEHCEYHCFE-LDLOPFEMSA-N","[H][C@](OC(CCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)COCCCCCCCCCCCCCCCC","1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*","1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*",NA,"128719",NA,NA,"145911","Pos Late"
100015618,402,57373,210900,"Lipid","Diacylglycerol",2935,"NAMED","BXVYQJJBMVVALQ-UNMZRDIWSA-N","CCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O","palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*","palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*",NA,NA,"HMDB0007121",NA,"9543827","Pos Late"
100015624,402,57372,210899,"Lipid","Ceramides",3052,"NAMED","HILTUFAERVOALR-MQXYEJFFSA-N","[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(CO)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC","N-behenoyl-sphingadienine (d18:2/22:0)*","N-behenoyl-sphingadienine (d18:2/22:0)*",NA,NA,NA,NA,NA,"Pos Late"
100015625,402,57421,211074,"Lipid","Hexosylceramides (HCER)",3088,"NAMED","BZVOAOVDSULRAB-NUBHLNQHSA-N","[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC","glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*","glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*",NA,NA,NA,NA,NA,"Pos Late"
100015643,402,57426,211079,"Lipid","Sphingolipid Synthesis",3021,"NAMED","KWDXKYNWAKMLKK-YQMRQDNGSA-N","OC(/C=C/CCCCCCCC/C=C\CCC)C(CO)N([H])[H]","sphingadienine","sphingadienine","25696-03-1","4952479",NA,NA,"6449795","Pos Late"
100015666,400,57404,211020,"Lipid","Phospholipid Metabolism",2259,"NAMED","ZWZWYGMENQVNFU-AKGZTFGVSA-N","OC([C@@H](N)COP(OCC(CO)O)(O)=O)=O","glycerophosphoserine*","glycerophosphoserine*",NA,"2339060",NA,NA,"3081457","Pos Early"
100015689,402,57415,211066,"Lipid","Phosphatidylcholine (PC)",2305,"NAMED","QAPGDFJIZLYEBT-DYMXKLMASA-N","O=C(CCCCCCCCCCCCCCC)OCC(COP(OCC[N+](C)(C)C)([O-])=O)OC(C(O)CCCCCC/C=C\C/C=C\CCCCC)=O","1-palmitoyl-2-(hydroxylinoleoyl)-GPC (16:0/18:2(OH))*","1-palmitoyl-2-(hydroxylinoleoyl)-GPC (16:0/18:2(OH))*",NA,NA,NA,NA,NA,"Pos Late"
100015727,402,57437,211091,"Lipid","Ceramides",3070,"NAMED","ODRVSCJZSDNQBP-LMGPGFSZSA-N","OC(/C=C/CCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O","ceramide (d16:1/24:1, d18:1/22:1)*","ceramide (d16:1/24:1, d18:1/22:1)*",NA,NA,NA,NA,NA,"Pos Late"
100015730,402,57457,211111,"Lipid","Hexosylceramides (HCER)",3100,"NAMED","PGPGBBSNMWQXTA-LMGPGFSZSA-N","OC(/C=C/CCCCCCCCCCC)C(COC1C(O)C(O)C(O)C(CO)O1)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O","glycosyl ceramide (d16:1/24:1, d18:1/22:1)*","glycosyl ceramide (d16:1/24:1, d18:1/22:1)*",NA,NA,NA,NA,NA,"Pos Late"
100015744,402,57443,211097,"Lipid","Ceramides",3071,"NAMED","QMVWGDBKESWTON-OQKRWUNJSA-N","CCCCCCCCCCCCC/C=C/C(O)C(NC(CCC/C=C/CC/C=C/CCCCCCCCCCCCCC)=O)CO","ceramide (d18:2/24:1, d18:1/24:2)*","ceramide (d18:2/24:1, d18:1/24:2)*",NA,NA,"HMDB0240679,HMDB0240680",NA,NA,"Pos Late"
100015745,402,57453,211107,"Lipid","Hexosylceramides (HCER)",3102,"NAMED","WYTRSDHGWSSQLK-PCKKJQKNSA-N","OC(/C=C/CCCCCCCC/C=C\CCC)C(COC1C(O)C(O)C(O)C(CO)O1)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",NA,NA,NA,NA,NA,"Pos Late"
100015751,402,57448,211102,"Lipid","Hexosylceramides (HCER)",3101,"NAMED","ZTXYYHYUNQRYIR-BLIGVESQSA-N","CCCCCCCCCCCCC/C=C/C(O)C(NC(CCCCCCCCC/C=C/CCCCCCCCCCC)=O)COC1OC(CO)C(O)C(O)C1O","glycosyl ceramide (d18:1/23:1, d17:1/24:1)*","glycosyl ceramide (d18:1/23:1, d17:1/24:1)*",NA,NA,NA,NA,NA,"Pos Late"
100015755,402,57440,211094,"Lipid","Ceramides",3069,"NAMED","XWBWIAOWSABHFI-QOSDPKFLSA-N","OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCCCCCC)=O","ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*","ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*",NA,NA,"HMDB0240684,HMDB0240682,HMDB0004951",NA,NA,"Pos Late"
100015785,209,57810,213739,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1583,"NAMED","YHGJECVSSKXFCJ-KUBAVDMBSA-N","OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","nisinate (24:6n3)","nisinate (24:6n3)","68378-49-4","9967286","HMDB0013025",NA,"11792612","Neg"
100015786,402,57476,211139,"Lipid","Dihydrosphingomyelins",3122,"NAMED","UGRZESKDAPEULH-ACEXITHZSA-N","CCCCCCCCCCCCCCC[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:0/20:0, d16:0/22:0)*","sphingomyelin (d18:0/20:0, d16:0/22:0)*",NA,NA,"HMDB0012090",NA,NA,"Pos Late"
100015787,402,57475,211138,"Lipid","Sphingomyelins",3140,"NAMED","HAFQHLHNPJDAGB-MAJDXUCPSA-N","CCCCCCCCCCCCCCCCCCC(N[C@H]([C@H](O)/C=C/CCCCCCCCCCCCC)COP([O-])(OCC[N+](C)(C)C)=O)=O","sphingomyelin (d18:1/19:0, d19:1/18:0)*","sphingomyelin (d18:1/19:0, d19:1/18:0)*",NA,NA,NA,NA,NA,"Pos Late"
100015788,402,57474,211137,"Lipid","Sphingomyelins",3129,"NAMED","YMTVMVYOUDDTQJ-UOMMIRHQSA-N","[H][C@](NC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC","sphingomyelin (d18:2/18:1)*","sphingomyelin (d18:2/18:1)*",NA,NA,"HMDB0001348",NA,"52931155","Pos Late"
100015789,402,57479,211142,"Lipid","Sphingomyelins",3131,"NAMED","ZLNGRWIWHFFRNK-UKCALJHFSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCC/C=C/C/C=C/CC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/24:2)*","sphingomyelin (d18:2/24:2)*",NA,NA,"HMDB0240644",NA,NA,"Pos Late"
100015790,402,57480,211143,"Lipid","Sphingomyelins",3145,"NAMED","SDUGEKJCGFHJRC-GKPQAQNZSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/21:0, d16:2/23:0)*","sphingomyelin (d18:2/21:0, d16:2/23:0)*",NA,NA,"HMDB0240676",NA,NA,"Pos Late"
100015791,402,57482,211145,"Lipid","Sphingomyelins",3130,"NAMED","FEKSRDMVIULIDJ-SQPFVDNVSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCC/C=C/CCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/23:1)*","sphingomyelin (d18:2/23:1)*",NA,NA,"HMDB0240668",NA,NA,"Pos Late"
100015792,402,57478,211141,"Lipid","Sphingomyelins",3151,"NAMED","JONXXLXMISNQNG-BXMSAMRLSA-N","[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",NA,"24846885","HMDB0240675,HMDB0240674,HMDB0240673,HMDB0240671",NA,NA,"Pos Late"
100015793,402,57483,211146,"Lipid","Sphingomyelins",3136,"NAMED","YHBBZTIPONDTRX-TVUHHANTSA-N","[H][C@](NC(CCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC","sphingomyelin (d17:2/16:0, d18:2/15:0)*","sphingomyelin (d17:2/16:0, d18:2/15:0)*",NA,NA,"HMDB0240677",NA,NA,"Pos Late"
100015797,209,57658,212715,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1579,"NAMED","OQOCQFSPEWCSDO-JLNKQSITSA-N","OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","heneicosapentaenoate (21:5n3)","heneicosapentaenoate (21:5n3)","24257-10-1","10171040",NA,NA,"11998573","Neg"
100015831,402,57511,211212,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1910,"NAMED","WJCRATGUUISKDG-QNEBEIHSSA-N","O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","linolenoylcarnitine (C18:3)*","linolenoylcarnitine (C18:3)*",NA,NA,NA,NA,NA,"Pos Late"
100015832,402,57514,211215,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1886,"NAMED","IUMXSSOVGPXXJL-UHFFFAOYSA-N","O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCCCC","behenoylcarnitine (C22)*","behenoylcarnitine (C22)*",NA,"28639204","HMDB0062468",NA,"71464577","Pos Late"
100015834,402,57515,211216,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1887,"NAMED","YDUFZFUYBBPVLJ-UHFFFAOYSA-N","O=C(CCCCCCCCCCCCCCCCCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O","lignoceroylcarnitine (C24)*","lignoceroylcarnitine (C24)*",NA,NA,"HMDB0240665",NA,NA,"Pos Late"
100015837,402,57518,211219,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1912,"NAMED","RBFQHRALHSUPIA-SNPVRQPZSA-N","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(OC(C[N+](C)(C)C)CC([O-])=O)=O","arachidonoylcarnitine (C20:4)","arachidonoylcarnitine (C20:4)",NA,NA,"HMDB0006455",NA,"136212424","Pos Late"
100015838,402,57519,211220,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1905,"NAMED","PVOQPLSKYNZHOT-OUKQBFOZSA-N","O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCCCCCC/C=C/CCCCCCCC","eicosenoylcarnitine (C20:1)*","eicosenoylcarnitine (C20:1)*",NA,NA,NA,NA,NA,"Pos Late"
100015839,402,57520,211221,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1911,"NAMED","OLZWDVKTOGTVLC-UTJQPWESSA-N","O=C(CCCCCCCCC/C=C\C/C=C\CCCCC)OC(C[N+](C)(C)C)CC([O-])=O","dihomo-linoleoylcarnitine (C20:2)*","dihomo-linoleoylcarnitine (C20:2)*",NA,NA,NA,NA,NA,"Pos Late"
100015840,402,57521,211222,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1913,"NAMED","RDIZZXFTCZPSRY-WYTUUNCASA-N","O=C(CCCCCC/C=C/C/C=C/C/C=C/CCCCC)OC(CC([O-])=O)C[N+](C)(C)C","dihomo-linolenoylcarnitine (C20:3n3 or 6)*","dihomo-linolenoylcarnitine (C20:3n3 or 6)*",NA,NA,NA,NA,NA,"Pos Late"
100015842,402,57522,211223,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1881,"NAMED","MDDWQHVKSHTZTD-UHFFFAOYSA-N","O=C(CCCCCCCCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O","pentadecanoylcarnitine (C15)*","pentadecanoylcarnitine (C15)*",NA,NA,"HMDB0062517",NA,"123132011","Pos Late"
100015845,402,57523,211224,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1920,"NAMED","WLLMYDQRCSWAST-WSDBEMKQSA-N","O=C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(C[N+](C)(C)C)CC([O-])=O","docosahexaenoylcarnitine (C22:6)*","docosahexaenoylcarnitine (C22:6)*",NA,NA,NA,NA,NA,"Pos Late"
100015846,402,57531,211232,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1907,"NAMED","QGIHQXKFCAACHN-SEYXRHQNSA-N","O=C(CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O","nervonoylcarnitine (C24:1)*","nervonoylcarnitine (C24:1)*",NA,NA,"HMDB0006509",NA,NA,"Pos Late"
100015851,402,57529,211230,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1918,"NAMED","MJPIXACTUMSGGI-WMPRHZDHSA-N","O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","docosapentaenoylcarnitine (C22:5n3)*","docosapentaenoylcarnitine (C22:5n3)*",NA,NA,NA,NA,"71464594","Pos Late"
100015882,402,57595,212143,"Lipid","Hexosylceramides (HCER)",3098,"NAMED","FXNTXJCUSRJUFN-QOSDPKFLSA-N","OCC(NC(CCCCCCCCCCCCCCCCCCC)=O)C(OC1OC(CO)C(O)C(O)C1O)/C=C/CCCCCCCCCCCCC","glycosyl ceramide (d18:1/20:0, d16:1/22:0)*","glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",NA,NA,NA,NA,NA,"Pos Late"
100015962,400,57687,213101,"Amino Acid","Lysine Metabolism",140,"NAMED","CDLVFVFTRQPQFU-UHFFFAOYSA-N","C[N+](C)(C)CCCCC([O-])=O","N,N,N-trimethyl-5-aminovalerate","N,N,N-trimethyl-5-aminovalerate",NA,"34236878",NA,NA,"14274897","Pos Early"
100015965,400,63152,221889,"Xenobiotics","Food Component/Plant",5112,"NAMED","WYUFTYLVLQZQNH-UHFFFAOYSA-N","CCOC1C(O)C(O)C(O)C(CO)O1","ethyl alpha-glucopyranoside","ethyl alpha-glucopyranoside","34625-23-5","378664","HMDB0029968",NA,"11127487","Pos Early"
100015966,402,57635,212257,"Cofactors and Vitamins","Vitamin A Metabolism",4452,"NAMED","JKQXZKUSFCKOGQ-DKLMTRRASA-N","CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1","carotene diol (1)","carotene diol (1)",NA,NA,NA,NA,NA,"Pos Late"
100016019,402,57757,213377,"Lipid","Phosphatidylcholine (PC)",2295,"NAMED","NPGWXTIWUUFYAB-DIPNUNPCSA-N","O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCCCCCCCCC)=O","1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*","1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*",NA,"24766642","HMDB0007967",NA,"24778680","Pos Late"
100016038,400,57814,213597,"Amino Acid","Polyamine Metabolism",558,"NAMED","MQTAVJHICJWXBR-UHFFFAOYSA-N","CC(NCCCNCCCCN)=O","(N(1) + N(8))-acetylspermidine","(N(1) + N(8))-acetylspermidine",NA,NA,"HMDB0002189,HMDB0001276","C01029,C00612","496,123689","Pos Early"
100016069,402,61769,218137,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1900,"NAMED","PETYOUXDCHQKTQ-QXPKXGMISA-N","CCCCCC/C=C\CCCC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O","5-dodecenoylcarnitine (C12:1)","5-dodecenoylcarnitine (C12:1)",NA,NA,"HMDB13326",NA,"91825571","Pos Late"
100016110,209,61785,218163,"Lipid","Fatty Acid Metabolism (Acyl Glycine)",1846,"NAMED","WWJXRJJBIVSSNF-NSCUHMNNSA-N","OC(CN([H])C(/C=C/C)=O)=O","2-butenoylglycine","2-butenoylglycine","71428-89-2","4877902",NA,NA,"6303498","Neg"
100019761,402,62881,220726,"Lipid","Dihydroceramides",3030,"NAMED","IVBULNXGVIHEKN-MVIDNBQJSA-N","CCCCCCCCCCCCCC[C@@H](O)[C@H]([C@@H](NC(CCCCCCCCCCCCCCC)=O)CO)O","N-palmitoyl-phytosphingosine (t18:0/16:0)","N-palmitoyl-phytosphingosine (t18:0/16:0)",NA,"8682389","HMDB0010697",NA,"10506988","Pos Late"
100019800,402,61839,218537,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1946,"NAMED","MHJOYNGEDDXLLU-UHFFFAOYSA-N","CCCCCCCCCCCCCC(O)CC(OC([N+](C)(C)C)CCC([O-])=O)=O","3-hydroxypalmitoylcarnitine","3-hydroxypalmitoylcarnitine",NA,NA,"HMDB0013336",NA,"126456228","Pos Late"
100019801,402,61840,218539,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1947,"NAMED","YBCVTTMMURGSEY-LMLDZDDJSA-N","CCCCCCCC/C=C\CCCCCC(O)CC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O","3-hydroxyoleoylcarnitine","3-hydroxyoleoylcarnitine",NA,"48061587",NA,NA,"129637446","Pos Late"
100019816,209,61789,218169,"Lipid","Fatty Acid Metabolism (Acyl Glycine)",1819,"NAMED","BQIHXZIDVMRVRP-UHFFFAOYSA-N","CC(CCC(NCC(O)=O)=O)C","isocaproylglycine","isocaproylglycine",NA,"24689758",NA,NA,"28777652","Neg"
100019884,209,61798,218189,"Lipid","Fatty Acid Metabolism (Acyl Glycine)",1829,"NAMED","AAPHATPOQGNLOZ-SNAWJCMRSA-N","CCC/C=C/C(NCC(O)=O)=O","trans-2-hexenoylglycine","trans-2-hexenoylglycine",NA,"25033670",NA,NA,NA,"Neg"
100019892,209,61700,218003,"Lipid","Fatty Acid, Monohydroxy",1991,"NAMED","CPLYLXYEVLGWFJ-UHFFFAOYSA-N","CCCCCCCCCCCCCCCCCCC(O)C(O)=O","2-hydroxyarachidate*","2-hydroxyarachidate*",NA,"4395406",NA,NA,"5225199","Neg"
100019953,209,62781,220394,"Lipid","Fatty Acid, Branched",1671,"NAMED","UCDAVJCKGYOYNI-UHFFFAOYSA-N","OC(CCCCCCCCCCCCCCCCC(C)C)=O","18-methylnonadecanoate (i20:0)","18-methylnonadecanoate (i20:0)",NA,"3584985",NA,NA,"4383090","Neg"
100019966,209,61843,218451,"Lipid","Fatty Acid, Monohydroxy",2008,"NAMED","MFBDGGFIQVOLTJ-MDZDMXLPSA-N","CCCCCCCC/C=C/CCCCCC(O)CC(O)=O","3-hydroxyoleate*","3-hydroxyoleate*",NA,NA,NA,NA,NA,"Neg"
100019968,305,61858,218556,"Carbohydrate","Pentose Metabolism",1307,"NAMED","QXKAIJAYHKCRRA-PZGQECOJSA-N","OC[C@H](O)[C@@H](O)[C@@H](O)C(O)=O","lyxonate","lyxonate",NA,NA,"HMDB0060255",NA,NA,"Polar"
100019969,209,62869,220659,"Lipid","Fatty Acid, Dicarboxylate",1715,"NAMED","QCNWZROVPSVEJA-UHFFFAOYSA-N","OC(CCCCCCCCCCCCCCCC(O)=O)=O","heptadecanedioate (C17-DC)","heptadecanedioate (C17-DC)","2424-90-0","2340922",NA,NA,"3083765","Neg"
100019970,209,62867,220657,"Lipid","Fatty Acid, Dicarboxylate",1719,"NAMED","IFAWYXIHOVRGHQ-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCCCCCCC(O)=O","nonadecanedioate (C19-DC)","nonadecanedioate (C19-DC)","6250-70-0","11395055",NA,NA,"12572015","Neg"
100019972,209,61864,218581,"Lipid","Fatty Acid, Dicarboxylate",1706,"NAMED","OHCMUMNQAHNIEP-HNQUOIGGSA-N","OC(CCC/C=C/CCCCCC(O)=O)=O","dodecenedioate (C12:1-DC)*","dodecenedioate (C12:1-DC)*",NA,NA,"HMDB0000933",NA,"5283028","Neg"
100019975,209,61862,218579,"Lipid","Fatty Acid, Dicarboxylate",1714,"NAMED","IWTMSCUHCJHPPR-ACCUITESSA-N","O=C(O)CCCCCCCCCCCC/C=C/C(O)=O","hexadecenedioate (C16:1-DC)*","hexadecenedioate (C16:1-DC)*",NA,NA,NA,NA,NA,"Neg"
100019978,209,61861,218578,"Lipid","Fatty Acid, Dicarboxylate",1717,"NAMED","YDPSQMGOAILWPE-FYWRMAATSA-N","O=C(O)CCCCCCCCCCCCCC/C=C/C(O)=O","octadecenedioate (C18:1-DC)","octadecenedioate (C18:1-DC)",NA,NA,NA,NA,"9543674","Neg"
100019981,305,61866,218583,"Lipid","Fatty Acid, Dicarboxylate",1692,"NAMED","OXQWBLJQOBXJPM-DUXPYHPUSA-N","OC(CCC/C=C/C(O)=O)=O","heptenedioate (C7:1-DC)*","heptenedioate (C7:1-DC)*",NA,NA,NA,NA,NA,"Polar"
100019982,209,61860,218580,"Lipid","Fatty Acid, Dicarboxylate",1718,"NAMED","ZKQNWTGXRAIVGG-PXELCPQFSA-N","O=C(O)CCCCCCCCCCCC/C=C/C=C/C(O)=O","octadecadienedioate (C18:2-DC)*","octadecadienedioate (C18:2-DC)*",NA,NA,NA,NA,NA,"Neg"
100019998,209,61969,218732,"Partially Characterized Molecules","Partially Characterized Molecules",6415,"NAMED",NA,NA,"glucuronide of C14H22O4 (1)*","glucuronide of C14H22O4 (1)*",NA,NA,NA,NA,NA,"Neg"
100020004,209,61871,218621,"Lipid","Fatty Acid, Dicarboxylate",1725,"NAMED","RIJDKRLRDVBUHJ-UHFFFAOYSA-N","OC(C1=C(CCC(O)=O)OC(CCCCC)=C1C)=O","3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**","3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**",NA,"168762","HMDB0061643",NA,"194501","Neg"
100020005,209,61872,218622,"Xenobiotics","Chemical",6196,"NAMED","SBYDEYGHJXSIDV-UHFFFAOYSA-N","CC1=C(OS(=O)(O)=O)C=CC2=CC=CC=C21","methylnaphthyl sulfate (1)*","methylnaphthyl sulfate (1)*",NA,NA,NA,NA,NA,"Neg"
100020006,209,61873,218623,"Xenobiotics","Chemical",6197,"NAMED","SBYDEYGHJXSIDV-UHFFFAOYSA-N","CC1=C(OS(=O)(O)=O)C=CC2=CC=CC=C21","methylnaphthyl sulfate (2)*","methylnaphthyl sulfate (2)*",NA,NA,NA,NA,NA,"Neg"
100020018,209,61891,218642,"Partially Characterized Molecules","Partially Characterized Molecules",6405,"NAMED",NA,NA,"glucuronide of C10H18O2 (11)*","glucuronide of C10H18O2 (11)*",NA,NA,NA,NA,NA,"Neg"
100020019,209,61892,218643,"Partially Characterized Molecules","Partially Characterized Molecules",6406,"NAMED",NA,NA,"glucuronide of C10H18O2 (12)*","glucuronide of C10H18O2 (12)*",NA,NA,NA,NA,NA,"Neg"
100020204,209,62059,218862,"Lipid","Fatty Acid, Amino",1774,"NAMED","JJGNMSOJTSABGA-UHFFFAOYSA-N","OC(C(CCCCCC)N([H])C(C)=O)=O","N-acetyl-2-aminooctanoate*","N-acetyl-2-aminooctanoate*",NA,"86248","HMDB0059745",NA,"95555","Neg"
